soil_moisture,soil_ph,soil_temperature,nitrogen,phosphorus,potassium,area_ha,kc,et0,etc_per_day,rain_3day,temp_max,temp_min,humidity,wind_speed,depletion_mm,TAW,RAW,root_depth,water_need_level,optimal_moisture,soil_infiltration,growth_stage_enc,should_irrigate,urgency,water_litres,efficiency_score
56.56,5.17,15.06,19.78,66.7,47.17,5.219,0.6,5.131,3.079,0.63,47.78,38.55,59.99,14.86,0.0,108.0,48.6,0.9,1,45,40,1,0,0,1008824.83,80.69
39.41,5.18,16.01,113.31,22.49,44.15,0.829,0.44,3.302,1.453,5.67,41.86,33.19,91.79,20.41,0.0,144.0,64.8,0.9,1,55,2,0,0,1,12939.2,83.36
30.29,7.25,18.03,115.44,12.17,64.61,3.361,0.66,3.775,2.492,2.99,36.64,20.37,35.48,3.2,84.81,176.0,61.6,1.1,3,75,2,1,1,2,400141.88,70.63
47.31,5.46,31.15,13.69,61.67,21.8,18.241,0.46,4.079,1.876,3.52,40.22,29.76,42.4,6.16,0.0,187.0,65.45,1.1,3,70,25,0,0,1,1545756.01,82.73
90.59,8.85,38.49,86.91,19.59,33.45,7.751,0.977,3.63,3.549,2.44,37.77,27.0,46.03,8.93,0.0,135.0,60.75,0.9,1,55,1,2,0,0,1723149.9,80.98
28.6,8.99,28.24,30.97,52.56,28.33,13.464,0.69,1.805,1.246,1.83,24.89,18.19,38.86,14.16,26.39,187.0,65.45,1.1,3,70,25,1,1,2,845224.75,69.61
35.29,7.46,24.35,59.09,73.8,72.5,5.072,0.825,2.717,2.241,5.64,39.13,32.55,94.82,22.23,0.0,166.5,74.92,0.9,1,55,20,5,0,1,376897.42,83.96
51.61,6.36,31.32,89.94,25.36,61.28,7.353,1.2,1.5,1.8,0.19,18.52,11.47,68.67,20.33,0.0,150.0,60.0,1.0,2,65,1,4,0,1,843096.8,78.72
51.81,4.98,31.25,8.89,13.04,66.99,16.561,0.69,1.878,1.296,3.7,25.7,14.74,63.44,0.56,0.0,150.0,60.0,1.0,2,65,1,1,0,1,530698.79,79.25
81.49,7.7,37.91,118.51,65.91,57.48,1.172,0.85,4.758,4.044,6.45,45.0,36.27,49.32,13.02,0.0,135.0,60.75,0.9,1,45,1,2,0,0,231483.39,81.05
55.28,8.45,36.3,44.63,26.11,38.43,15.37,0.51,3.168,1.616,8.07,36.83,30.27,43.94,21.92,0.0,160.0,64.0,1.0,2,60,2,1,0,0,0.0,80.35
78.95,8.23,18.63,76.38,15.38,42.18,7.192,0.977,3.282,3.208,0.19,43.39,36.47,83.85,8.9,0.0,160.0,64.0,1.0,2,60,2,2,0,0,1647116.27,81.6
94.64,8.5,38.1,46.61,20.35,78.57,0.722,1.2,4.489,5.387,2.92,46.44,36.6,72.45,9.59,0.0,185.0,74.0,1.0,2,65,20,3,0,0,232592.35,76.78
78.1,5.42,25.93,39.95,11.21,66.8,17.66,0.42,1.918,0.805,3.77,25.37,15.5,86.34,22.15,0.0,132.0,46.2,1.1,3,75,40,0,0,0,0.0,76.09
27.38,7.18,24.6,41.73,67.13,40.39,10.227,0.69,2.849,1.966,2.19,30.48,16.34,36.13,16.46,36.23,170.0,68.0,1.0,2,60,25,1,1,2,1128450.02,71.97
24.18,6.82,22.8,108.38,23.64,72.87,9.351,0.48,1.5,0.72,2.65,18.39,9.91,88.75,7.72,0.0,132.0,39.6,1.2,4,85,50,0,1,2,100622.15,82.1
67.78,8.78,33.49,69.52,73.48,70.83,5.16,1.15,2.1,2.415,3.62,25.07,9.03,29.25,4.56,0.0,160.0,64.0,1.0,2,60,2,3,0,0,554291.14,78.17
36.77,6.86,30.15,69.14,40.12,11.13,11.811,0.935,4.226,3.951,1.19,40.72,29.64,41.5,3.4,0.0,203.5,71.23,1.1,3,75,20,2,0,1,3313873.17,83.18
44.49,7.81,22.41,18.99,70.81,22.76,1.705,0.788,2.68,2.111,3.79,29.51,13.44,27.2,4.03,0.0,132.0,46.2,1.1,3,70,40,5,0,1,150294.2,74.24
92.98,8.37,34.31,81.93,42.71,39.54,0.219,0.75,4.244,3.183,2.26,38.48,26.14,27.35,17.37,0.0,198.0,69.3,1.1,3,75,10,5,0,0,40063.41,82.46
33.33,7.37,19.86,63.54,60.22,72.32,8.489,0.75,2.705,2.029,3.24,30.06,18.17,45.08,21.64,24.07,162.0,72.9,0.9,1,45,10,5,0,2,772354.02,78.16
42.51,5.92,15.29,93.99,47.93,11.83,19.449,0.862,2.103,1.814,9.82,28.03,11.87,90.52,0.4,0.0,110.0,44.0,1.0,2,65,50,5,0,0,0.0,79.75
23.01,7.05,15.99,39.8,67.63,72.36,19.433,0.892,1.622,1.448,0.11,18.87,6.7,27.82,22.74,0.0,132.0,46.2,1.1,3,75,40,2,1,2,2099845.32,85.14
50.43,7.23,25.44,87.26,18.21,31.83,4.767,1.15,1.897,2.182,1.53,27.27,20.07,66.0,11.25,0.0,170.0,68.0,1.0,2,65,25,4,0,1,663809.92,79.29
62.97,6.95,31.87,76.48,53.78,58.55,5.73,0.48,3.403,1.634,2.24,39.22,27.59,78.27,8.36,0.0,160.0,64.0,1.0,2,65,2,0,0,0,485932.49,86.92
75.67,6.97,20.25,112.7,40.29,78.32,18.167,0.44,1.546,0.68,0.64,20.29,9.76,50.95,11.96,0.0,160.0,64.0,1.0,2,60,2,0,0,0,750902.74,80.11
27.02,5.03,21.34,14.15,35.13,24.38,9.617,1.05,2.93,3.077,2.71,35.11,23.43,86.48,22.32,43.77,187.0,65.45,1.1,3,70,25,3,1,2,1690234.82,77.46
32.17,5.71,28.78,74.44,58.85,86.59,1.071,0.6,3.471,2.082,3.59,37.13,25.53,49.39,2.28,0.0,170.0,68.0,1.0,2,65,25,1,0,2,103034.51,79.38
28.06,7.63,15.9,22.81,20.25,87.1,11.143,1.1,3.433,3.776,0.8,33.2,15.44,31.94,24.34,131.35,165.0,57.75,1.1,3,75,1,4,1,2,2903278.78,65.5
56.56,5.92,37.66,26.97,33.44,8.6,8.908,0.4,3.81,1.524,5.14,45.49,37.33,78.91,0.95,0.0,120.0,48.0,1.0,2,65,40,0,0,0,253734.7,88.0
19.98,6.0,29.03,111.88,29.65,36.8,13.922,0.66,1.635,1.079,15.33,18.59,4.43,22.88,23.63,160.21,180.0,72.0,1.0,2,60,10,1,0,3,0.0,61.34
18.48,8.23,34.32,110.62,25.0,40.41,18.225,0.85,2.183,1.856,0.69,29.08,20.54,63.84,11.83,137.76,187.0,65.45,1.1,3,75,25,2,1,3,2344594.67,64.35
66.09,5.71,30.83,114.49,18.64,58.36,19.969,0.42,2.838,1.192,1.66,32.78,17.82,73.08,12.34,0.0,132.0,46.2,1.1,3,70,40,0,0,0,1211878.93,79.45
24.61,8.0,34.99,43.19,28.42,44.79,7.078,0.5,4.942,2.471,1.41,41.27,23.82,27.01,3.5,184.7,180.0,54.0,1.2,4,80,1,0,1,2,1063729.0,66.5
35.37,8.54,33.45,105.62,31.32,80.15,18.337,0.85,3.95,3.357,4.54,45.51,40.45,55.51,17.76,6.33,180.0,72.0,1.0,2,60,10,2,0,1,2887794.53,76.45
68.59,7.83,26.44,8.84,51.51,89.56,16.023,0.72,1.987,1.43,1.61,24.73,10.66,51.15,7.6,0.0,110.0,44.0,1.0,2,65,50,1,0,0,1259010.86,86.48
71.71,4.8,33.52,105.65,56.84,38.04,17.029,1.05,2.893,3.037,3.0,31.99,18.86,33.76,0.4,0.0,187.0,65.45,1.1,3,70,25,4,0,0,2673933.75,75.74
64.73,7.62,20.5,75.31,25.25,63.38,4.778,0.44,2.265,0.997,0.36,31.85,23.22,94.57,16.52,0.0,165.0,57.75,1.1,3,75,1,0,0,0,335402.09,84.33
69.85,6.98,23.2,53.94,54.08,23.03,8.932,0.935,3.108,2.906,7.48,37.91,25.93,87.14,7.14,0.0,170.0,68.0,1.0,2,60,25,2,0,0,846120.23,80.23
38.59,5.52,37.77,63.49,55.55,10.73,18.967,0.938,3.884,3.641,5.85,44.57,33.03,91.15,13.18,0.0,216.0,64.8,1.2,4,80,10,5,0,1,3251130.58,78.32
39.27,7.84,22.67,41.54,62.96,53.61,11.446,0.9,2.453,2.208,0.54,31.0,22.49,70.43,24.66,0.0,144.0,43.2,1.2,4,85,40,5,0,1,1553840.61,84.09
75.38,6.62,15.37,47.47,72.4,42.58,1.745,0.63,1.658,1.044,5.4,22.3,9.44,51.11,0.48,0.0,198.0,69.3,1.1,3,75,10,1,0,0,0.0,78.2
77.79,8.23,19.21,106.72,31.98,20.61,7.609,1.15,4.536,5.216,0.79,47.24,30.36,91.29,0.08,0.0,185.0,74.0,1.0,2,65,20,3,0,0,2810125.59,81.1
41.45,6.04,28.42,5.36,56.83,53.63,10.231,0.977,1.894,1.851,6.1,23.96,16.67,27.8,22.83,0.0,110.0,44.0,1.0,2,60,50,2,0,1,396371.62,84.37
36.78,7.91,18.69,98.32,66.22,29.32,9.85,0.75,3.17,2.378,2.4,36.41,28.77,45.28,14.97,0.0,162.0,72.9,0.9,1,45,10,5,0,1,1268806.68,83.41
44.65,5.43,22.54,32.31,33.42,86.92,18.737,0.977,3.925,3.837,5.66,37.86,23.15,49.48,19.37,0.0,120.0,48.0,1.0,2,60,40,2,0,1,3646901.38,76.67
30.54,8.2,35.33,87.06,68.36,76.55,11.569,1.0,3.915,3.915,2.22,38.27,28.76,28.58,13.41,0.0,120.0,48.0,1.0,2,65,40,3,0,2,2950025.26,82.1
78.28,7.78,19.58,41.87,36.39,5.04,4.074,0.4,3.056,1.222,2.19,37.92,25.44,90.95,4.24,0.0,110.0,44.0,1.0,2,60,50,0,0,0,194373.34,81.12
61.57,4.97,17.23,55.6,30.29,43.37,0.657,1.15,1.5,1.725,1.74,20.25,14.31,29.66,10.78,0.0,160.0,64.0,1.0,2,60,2,3,0,0,59959.4,84.23
39.9,8.52,22.63,79.78,73.87,89.5,4.188,1.2,5.625,6.75,2.14,44.05,29.78,25.45,4.39,0.0,160.0,64.0,1.0,2,65,2,3,0,1,1847908.23,84.15
77.82,6.45,32.94,119.46,76.31,51.11,15.396,1.15,2.337,2.688,1.98,28.26,13.1,67.76,10.77,0.0,176.0,61.6,1.1,3,70,2,4,0,0,2415204.91,85.95
54.15,8.38,38.66,82.8,19.31,20.11,19.987,0.85,3.101,2.636,1.84,33.73,20.13,58.04,16.55,0.0,160.0,64.0,1.0,2,60,2,2,0,1,3371333.71,83.32
37.23,8.98,30.44,15.26,39.23,38.76,18.679,0.935,1.961,1.833,0.62,26.92,15.86,74.23,2.23,0.0,108.0,48.6,0.9,1,55,40,2,0,1,2293137.08,77.22
48.27,5.49,23.19,32.56,63.23,25.59,15.758,1.05,1.613,1.694,0.72,25.44,19.63,86.66,18.11,0.0,203.5,71.23,1.1,3,70,20,3,0,1,1632231.07,78.81
33.46,7.82,15.32,115.75,33.02,29.35,15.695,0.6,2.344,1.406,0.32,27.65,15.24,50.61,15.68,16.9,203.5,71.23,1.1,3,75,20,1,0,2,1436899.34,80.35
47.94,6.1,15.5,17.97,22.46,44.26,13.403,0.825,2.906,2.398,1.35,34.6,24.01,66.83,10.77,0.0,203.5,71.23,1.1,3,75,20,5,0,1,2166165.48,78.58
82.53,4.96,31.66,119.45,51.34,24.07,13.441,0.48,1.853,0.89,1.28,23.59,7.93,59.5,6.81,0.0,132.0,39.6,1.2,4,85,50,0,0,0,604554.08,77.21
76.14,8.02,17.44,36.78,31.28,82.82,9.286,0.935,6.186,5.784,6.37,45.0,28.87,22.89,17.46,0.0,187.0,65.45,1.1,3,75,25,2,0,0,2795813.74,77.51
53.75,5.56,28.06,45.64,58.87,25.19,10.26,0.46,2.893,1.331,0.75,32.06,21.81,38.79,17.82,0.0,150.0,60.0,1.0,2,65,1,0,0,1,907473.5,82.31
88.42,5.15,34.57,25.24,75.52,63.04,3.837,1.05,1.74,1.827,2.09,23.1,8.38,66.37,3.32,0.0,121.0,42.35,1.1,3,70,50,3,0,0,394206.5,79.61
26.9,4.56,18.31,26.27,52.41,33.67,2.185,0.4,2.658,1.063,7.28,29.89,17.26,42.92,14.57,0.0,108.0,48.6,0.9,1,45,40,0,1,2,0.0,76.01
73.97,7.78,32.19,9.41,49.46,55.61,19.341,0.85,3.875,3.294,5.05,41.4,31.71,67.79,22.25,0.0,135.0,60.75,0.9,1,45,1,2,0,0,2956265.75,78.42
89.04,8.88,34.22,25.21,61.05,39.22,4.961,0.825,1.5,1.238,3.4,21.45,15.12,50.26,14.05,0.0,162.0,72.9,0.9,1,55,10,5,0,0,190076.11,78.55
17.62,7.49,15.57,10.32,49.86,21.46,13.191,0.46,2.12,0.975,0.19,28.69,20.32,77.04,18.53,202.22,198.0,69.3,1.1,3,70,10,0,1,3,901855.15,56.87
90.67,6.63,28.3,43.92,62.29,69.99,17.844,0.69,3.551,2.45,3.84,39.7,21.97,92.76,10.21,0.0,165.0,57.75,1.1,3,70,1,1,0,0,1837848.13,77.84
81.49,5.73,20.35,58.17,22.02,19.91,9.534,1.1,1.954,2.149,0.35,26.18,19.59,39.15,18.69,0.0,170.0,68.0,1.0,2,60,25,3,0,0,1272931.61,76.99
47.69,5.23,24.68,110.34,16.08,66.04,1.616,1.0,4.145,4.145,4.06,41.33,24.17,78.36,22.05,0.0,135.0,60.75,0.9,1,50,1,3,0,1,353792.92,82.63
17.52,6.93,23.41,109.9,17.41,36.32,2.041,0.75,5.037,3.778,0.32,46.14,36.78,47.93,1.52,221.79,216.0,64.8,1.2,4,80,10,1,1,3,575749.19,59.83
66.71,7.26,34.71,77.43,24.06,82.61,4.996,0.85,4.507,3.831,0.43,42.64,33.98,39.08,14.51,0.0,165.0,57.75,1.1,3,75,1,2,0,0,1274598.09,84.97
45.65,4.7,35.46,75.87,56.02,12.65,3.623,1.2,2.369,2.843,5.11,34.43,26.81,81.37,0.61,0.0,216.0,64.8,1.2,4,85,10,3,0,1,440287.15,77.13
62.16,5.39,24.71,71.17,17.0,38.15,13.545,0.6,3.856,2.314,0.63,45.09,36.75,76.93,3.2,0.0,170.0,68.0,1.0,2,65,25,1,0,0,2195281.07,81.57
28.32,5.33,38.66,68.87,28.42,55.03,5.606,0.862,3.825,3.299,0.15,40.2,32.96,40.42,17.97,76.78,180.0,72.0,1.0,2,60,10,5,1,2,1408645.34,75.81
41.66,7.64,17.07,70.23,45.18,27.42,7.022,0.66,3.778,2.493,2.14,43.47,35.43,71.72,11.25,0.0,166.5,74.92,0.9,1,55,20,1,0,1,974080.44,82.15
31.62,6.96,32.25,72.68,41.97,63.78,17.775,0.5,3.432,1.716,0.7,38.62,24.94,89.43,23.96,52.59,216.0,64.8,1.2,4,80,10,0,0,2,1882974.5,72.87
15.95,6.1,33.11,117.19,6.0,14.8,10.553,0.935,1.5,1.403,1.23,21.27,15.62,53.28,17.97,9.48,99.0,44.55,0.9,1,55,50,2,1,3,792391.89,79.48
43.41,6.72,16.84,68.09,43.19,39.93,12.475,1.15,5.696,6.55,0.86,46.02,36.78,29.97,18.49,0.0,203.5,71.23,1.1,3,70,20,4,0,1,5808109.74,80.91
37.17,5.02,40.0,65.97,60.77,38.3,18.167,1.1,4.222,4.645,1.97,42.81,27.02,79.86,14.57,0.0,162.0,72.9,0.9,1,55,10,3,0,1,5532323.51,81.95
69.37,4.91,33.9,59.42,76.29,85.71,16.88,0.935,2.793,2.611,2.58,30.73,16.37,36.67,7.22,0.0,99.0,44.55,0.9,1,55,50,2,0,0,2547323.61,75.51
49.92,8.05,30.92,41.4,26.02,72.05,6.066,0.63,2.032,1.28,5.66,24.39,9.91,24.86,5.29,0.0,121.0,42.35,1.1,3,75,50,1,0,1,28633.71,83.76
79.99,8.04,23.88,27.79,45.95,52.17,1.022,0.637,2.723,1.736,0.71,30.6,18.61,56.48,24.57,0.0,180.0,72.0,1.0,2,60,10,5,0,0,105464.54,81.8
85.58,8.71,36.51,108.49,42.37,80.34,9.994,0.85,2.081,1.769,1.36,29.64,22.3,77.26,14.8,0.0,120.0,48.0,1.0,2,60,40,3,0,0,935969.29,83.02
21.22,7.07,24.57,80.56,31.4,66.88,2.713,1.05,2.093,2.198,1.79,26.01,12.46,80.87,19.16,184.55,176.0,61.6,1.1,3,75,2,3,1,3,330981.27,64.13
48.51,6.5,17.89,29.1,21.17,28.05,10.052,0.4,2.1,0.84,0.54,25.32,8.85,88.66,24.66,0.0,166.5,74.92,0.9,1,50,20,0,0,1,532052.05,85.02
39.16,7.14,28.43,92.23,20.02,22.87,1.802,1.0,3.378,3.378,1.07,35.55,21.11,57.19,13.7,7.54,135.0,60.75,0.9,1,50,1,4,0,1,393100.26,86.56
84.16,8.37,35.69,19.16,77.99,12.04,19.399,0.825,3.766,3.107,7.31,38.69,22.02,74.01,19.64,0.0,135.0,60.75,0.9,1,55,1,5,0,0,2267157.57,83.0
39.98,6.17,21.25,107.2,55.57,9.52,6.417,0.46,1.5,0.69,0.13,21.13,10.95,84.86,10.5,0.0,110.0,44.0,1.0,2,65,50,0,0,1,286667.82,83.49
72.36,6.65,33.55,90.63,65.7,72.9,13.494,0.935,3.034,2.837,5.4,35.58,29.46,34.26,21.42,0.0,153.0,68.85,0.9,1,55,25,2,0,0,1597083.59,82.13
16.87,6.21,36.29,10.35,12.78,35.55,7.073,0.892,3.355,2.994,0.37,33.81,22.1,22.78,13.61,1.38,121.0,42.35,1.1,3,70,50,2,1,3,1501899.53,82.21
90.34,8.98,26.09,79.52,45.05,20.06,9.533,0.46,4.49,2.065,2.01,46.29,34.55,80.21,14.54,0.0,170.0,68.0,1.0,2,60,25,0,0,0,996719.07,75.74
40.01,6.82,26.63,14.89,17.22,83.72,8.592,1.0,2.486,2.486,6.82,29.52,17.89,37.31,2.26,0.0,135.0,60.75,0.9,1,50,1,4,0,1,571300.82,85.66
65.63,7.65,15.22,89.57,78.76,77.1,8.013,1.05,1.519,1.594,12.47,18.43,1.61,82.37,23.49,0.0,121.0,42.35,1.1,3,70,50,3,0,0,0.0,79.35
21.84,8.83,33.66,10.31,56.12,16.47,15.713,1.15,3.831,4.406,1.02,37.77,25.54,45.14,17.5,199.79,165.0,57.75,1.1,3,70,1,3,1,3,4165648.71,50.0
88.24,5.0,34.54,47.69,39.16,26.51,2.833,0.892,1.5,1.339,0.77,19.44,14.23,63.51,22.41,0.0,176.0,61.6,1.1,3,70,2,2,0,0,212969.25,78.49
73.64,5.39,36.55,12.75,44.1,59.75,4.779,1.05,1.5,1.575,0.94,19.58,13.41,86.01,0.02,0.0,132.0,46.2,1.1,3,75,40,3,0,0,503351.8,88.39
45.33,5.05,16.42,112.78,71.01,12.22,11.789,0.4,3.788,1.515,8.42,36.64,22.53,30.53,4.44,0.0,170.0,68.0,1.0,2,65,25,0,0,0,0.0,82.99
57.14,5.0,34.05,101.86,8.61,14.82,4.584,0.825,1.772,1.462,16.77,22.34,8.16,26.82,2.39,0.0,110.0,44.0,1.0,2,60,50,5,0,0,0.0,78.8
46.0,6.03,26.46,35.06,74.74,84.44,19.286,0.977,5.382,5.261,1.32,45.4,28.27,53.47,6.96,0.0,166.5,74.92,0.9,1,55,20,2,0,1,7073005.98,84.38
74.14,7.35,18.95,79.97,78.11,54.91,4.19,0.4,1.674,0.669,0.51,23.43,16.0,72.76,20.38,0.0,180.0,72.0,1.0,2,65,10,0,0,0,179952.36,88.58
68.12,6.19,22.52,91.01,44.26,35.21,2.487,1.05,3.224,3.385,1.79,36.27,24.94,73.75,24.58,0.0,198.0,69.3,1.1,3,70,10,4,0,0,571681.18,82.27
81.19,5.42,27.91,99.11,42.16,54.77,1.351,1.05,3.601,3.782,0.27,44.09,38.99,58.38,11.87,0.0,198.0,69.3,1.1,3,75,10,3,0,0,333279.03,78.67
73.14,8.54,19.2,115.35,18.43,57.3,13.065,0.935,3.622,3.387,2.26,38.2,23.33,61.72,0.69,0.0,153.0,68.85,0.9,1,55,25,2,0,0,2830183.17,77.42
31.45,6.73,18.05,19.81,48.17,85.99,4.941,1.0,2.459,2.459,2.73,32.02,22.82,75.09,13.39,0.0,99.0,44.55,0.9,1,50,50,3,0,2,652345.18,84.0
79.97,5.31,36.28,18.73,50.31,47.12,7.838,0.9,2.709,2.439,17.91,33.86,25.47,50.11,0.9,0.0,150.0,60.0,1.0,2,65,1,5,0,0,0.0,78.61
73.85,6.04,38.7,21.95,31.55,88.21,3.433,1.15,2.103,2.419,1.59,34.5,29.08,86.35,6.38,0.0,110.0,44.0,1.0,2,60,50,4,0,0,488884.95,85.69
33.57,7.64,28.71,32.33,72.86,40.2,9.59,0.6,2.588,1.553,4.86,31.95,26.06,26.19,20.32,0.0,99.0,44.55,0.9,1,50,50,1,0,2,360213.29,81.76
90.2,4.71,28.66,69.22,38.26,65.78,6.491,1.1,1.75,1.925,2.29,28.07,22.01,94.6,16.02,0.0,121.0,42.35,1.1,3,75,50,3,0,0,597048.8,80.47
37.77,7.02,33.19,70.51,77.28,27.06,16.709,0.63,3.415,2.151,0.47,39.47,33.67,46.36,24.95,0.0,132.0,46.2,1.1,3,70,40,1,0,1,2226442.4,86.42
17.19,5.67,26.52,83.5,29.15,49.79,8.27,0.6,2.844,1.706,1.42,33.66,19.85,72.11,4.89,178.08,185.0,74.0,1.0,2,60,20,1,1,3,776106.11,64.11
43.33,6.09,16.03,100.32,36.26,81.51,13.157,0.862,6.353,5.48,0.8,45.61,28.56,22.44,11.24,0.0,176.0,61.6,1.1,3,70,2,5,0,1,4724343.64,85.93
88.56,6.93,17.86,54.98,58.11,43.38,4.398,0.862,3.87,3.338,3.0,40.3,24.94,76.35,13.97,0.0,121.0,42.35,1.1,3,70,50,5,0,0,857634.12,79.98
88.74,5.21,29.19,61.75,21.85,89.35,15.887,0.5,2.238,1.119,6.61,26.42,11.09,38.6,7.01,0.0,216.0,64.8,1.2,4,80,10,0,0,0,0.0,78.92
52.13,7.21,30.26,77.42,28.25,9.31,6.921,0.48,3.777,1.813,3.88,39.48,29.57,59.47,24.66,0.0,120.0,48.0,1.0,2,65,40,0,0,1,515130.95,80.05
45.52,7.01,20.4,53.04,22.79,51.03,11.713,0.85,1.947,1.655,0.53,23.31,7.05,34.88,10.82,0.0,120.0,48.0,1.0,2,60,40,2,0,1,1183859.48,90.38
20.93,5.08,23.48,14.14,56.96,81.75,14.221,1.15,3.453,3.971,0.26,35.81,18.51,49.06,0.43,135.67,162.0,72.9,0.9,1,55,10,3,1,3,4218238.87,62.07
92.72,4.77,37.97,23.81,32.48,69.05,8.009,1.05,3.641,3.823,2.17,41.29,27.47,89.9,11.0,0.0,176.0,61.6,1.1,3,75,2,3,0,0,1984611.02,77.91
89.95,7.59,37.56,35.97,58.77,41.1,8.364,0.72,1.633,1.176,0.84,22.86,14.1,79.74,15.59,0.0,180.0,72.0,1.0,2,65,10,1,0,0,618936.0,83.48
91.05,6.41,39.03,29.4,8.96,8.56,12.963,1.02,3.434,3.503,4.19,38.6,25.44,82.81,17.01,0.0,144.0,43.2,1.2,4,85,40,2,0,0,2388367.72,79.4
91.55,5.64,21.36,109.88,73.16,45.83,19.932,1.15,1.874,2.155,15.95,23.32,12.58,31.58,11.32,0.0,165.0,57.75,1.1,3,70,1,4,0,0,0.0,79.78
50.97,8.93,20.01,84.23,46.94,76.71,9.934,0.977,2.773,2.71,5.19,33.69,23.41,72.49,16.41,0.0,160.0,64.0,1.0,2,60,2,2,0,1,1100155.45,77.39
85.82,7.55,35.34,79.51,65.96,50.07,2.086,1.0,3.523,3.523,1.37,33.56,15.62,26.84,22.58,0.0,108.0,48.6,0.9,1,50,40,4,0,0,432852.64,79.58
57.82,8.81,28.48,54.32,6.46,88.92,4.447,1.1,4.996,5.496,2.08,47.3,38.86,52.66,1.13,0.0,135.0,60.75,0.9,1,55,1,4,0,0,1423541.15,81.54
23.06,7.17,34.42,55.76,19.78,76.93,4.466,0.977,3.002,2.934,3.03,34.59,25.36,42.86,4.58,149.42,160.0,64.0,1.0,2,65,2,2,1,2,766993.51,68.94
16.0,5.93,35.51,83.08,14.83,38.74,17.915,1.15,3.507,4.033,0.29,36.73,21.04,58.71,6.04,241.98,176.0,61.6,1.1,3,70,2,3,1,3,5197257.17,53.96
37.2,5.29,28.85,118.99,70.94,23.82,1.803,0.63,4.293,2.704,3.97,42.34,28.38,68.13,13.31,8.75,176.0,61.6,1.1,3,70,2,1,0,1,234747.3,78.08
56.32,6.24,35.31,22.44,71.07,60.14,12.111,0.63,5.898,3.715,8.49,45.64,32.23,35.83,20.39,0.0,132.0,46.2,1.1,3,70,40,1,0,0,1553904.18,84.24
89.89,5.82,23.64,13.11,60.57,74.69,4.732,0.69,5.266,3.633,2.57,44.56,33.21,39.81,14.76,0.0,176.0,61.6,1.1,3,70,2,1,0,0,986871.43,76.09
67.43,8.07,32.89,48.0,66.29,61.51,5.751,1.05,3.434,3.606,3.39,43.96,38.6,68.42,13.3,0.0,198.0,69.3,1.1,3,70,10,4,0,0,1165283.12,79.97
37.24,5.75,27.33,81.37,11.03,82.66,5.35,0.4,1.52,0.608,0.11,18.38,1.35,37.89,16.56,8.34,176.0,61.6,1.1,3,75,2,0,0,1,224214.08,81.17
36.56,5.4,16.58,107.67,74.65,75.3,5.951,0.75,1.5,1.125,0.43,18.0,9.87,64.07,8.25,0.0,99.0,44.55,0.9,1,50,50,5,0,1,404621.7,80.38
25.76,7.18,29.27,51.11,43.08,26.96,13.944,1.1,1.888,2.077,1.53,24.65,12.06,55.97,3.46,47.16,153.0,68.85,0.9,1,55,25,3,1,2,1713346.39,80.8
17.59,8.1,33.1,34.44,23.48,31.79,16.037,1.2,5.323,6.388,1.73,45.02,37.77,20.48,18.57,204.09,160.0,64.0,1.0,2,65,2,3,1,3,6964227.26,51.27
78.98,6.2,17.45,88.46,60.64,22.23,0.608,0.4,1.716,0.686,2.16,21.59,12.51,47.07,22.17,0.0,176.0,61.6,1.1,3,75,2,0,0,0,10267.43,80.37
30.0,7.99,17.29,99.24,33.0,61.95,18.856,0.4,3.468,1.387,3.2,42.06,34.34,73.37,8.89,59.96,180.0,72.0,1.0,2,60,10,0,0,2,848375.85,75.17
60.58,7.8,34.06,32.35,65.45,74.47,3.793,0.46,3.454,1.589,1.0,36.95,22.28,63.96,7.65,0.0,132.0,46.2,1.1,3,70,40,0,0,0,399746.74,83.12
82.01,5.68,35.3,39.86,76.02,73.53,16.249,1.1,1.5,1.65,8.25,19.43,13.57,81.0,11.27,0.0,99.0,44.55,0.9,1,55,50,3,0,0,0.0,79.38
89.64,5.23,28.87,42.99,72.62,89.2,11.11,0.892,1.568,1.399,1.58,19.86,2.25,52.45,11.07,0.0,176.0,61.6,1.1,3,70,2,2,0,0,791958.67,77.12
22.94,8.23,21.38,58.42,21.38,6.28,10.514,0.4,1.871,0.748,5.42,23.63,14.18,36.97,14.85,135.57,144.0,64.8,0.9,1,50,2,0,1,2,0.0,63.12
34.37,8.34,31.47,93.65,67.31,6.82,18.262,0.6,4.658,2.795,10.58,45.39,40.21,22.63,4.08,50.66,135.0,60.75,0.9,1,45,1,1,0,0,681365.96,70.7
50.24,8.54,33.63,10.63,74.89,78.63,8.414,1.15,1.638,1.884,0.13,20.23,5.23,25.42,9.01,0.0,121.0,42.35,1.1,3,70,50,3,0,1,1107121.8,79.73
60.63,7.49,19.26,98.81,73.91,68.49,1.553,0.85,4.961,4.217,6.33,42.27,27.79,34.26,4.73,0.0,110.0,44.0,1.0,2,60,50,2,0,0,287998.4,81.92
16.7,5.67,26.42,63.02,54.11,80.53,16.785,1.0,4.581,4.581,0.92,43.68,37.66,22.2,11.68,173.72,162.0,72.9,0.9,1,50,10,4,1,3,5475121.41,61.28
66.79,5.55,29.46,83.5,32.51,58.02,0.799,0.46,4.952,2.278,2.77,41.6,29.39,23.75,11.4,0.0,120.0,48.0,1.0,2,65,40,0,0,0,86321.03,84.86
