Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
21.8,41.7,59.5,Loamy,Cotton,16.7,16.0,20.7,14-35-14
34.6,63.4,54.6,Red,Maize,36.1,15.5,13.7,10-26-26
20.8,55.2,39.0,Clayey,Millets,34.0,43.3,10.5,DAP
36.6,72.7,32.7,Black,Pulses,5.3,33.4,17.1,20-20
28.5,52.0,45.7,Loamy,Barley,8.2,29.0,22.8,Urea
35.1,71.1,41.0,Black,Cotton,36.6,34.3,14.9,DAP
29.6,79.5,54.9,Black,Ground Nuts,11.9,13.0,39.9,17-17-17
36.1,48.4,60.0,Red,Sugarcane,7.6,42.1,22.2,Urea
21.5,78.3,40.7,Clayey,Maize,11.7,25.3,33.8,Urea
20.8,48.1,62.8,Red,Oil seeds,10.5,24.2,16.4,20-20
21.3,45.1,60.8,Red,Tobacco,13.8,23.5,22.1,Urea
28.8,46.5,60.8,Loamy,Oil seeds,8.2,34.5,11.9,20-20
25.0,52.6,49.1,Loamy,Maize,33.5,22.7,14.7,DAP
23.1,65.3,28.3,Sandy,Pulses,37.2,11.5,22.4,28-28
25.1,61.3,30.0,Loamy,Wheat,15.8,15.1,16.5,14-35-14
21.7,51.3,28.7,Loamy,Sugarcane,41.7,6.3,15.7,10-26-26
20.5,42.0,48.6,Red,Oil seeds,36.8,15.9,7.3,14-35-14
25.9,79.4,40.4,Red,Millets,26.6,10.3,14.4,10-26-26
36.0,76.7,42.5,Sandy,Sugarcane,13.1,43.9,17.4,20-20
26.2,76.6,29.5,Black,Pulses,7.9,36.3,32.4,28-28
36.6,76.1,57.0,Loamy,Pulses,14.9,32.5,6.6,20-20
31.5,61.1,54.0,Sandy,Ground Nuts,7.8,24.0,16.7,20-20
25.9,79.4,26.8,Sandy,Sugarcane,32.4,44.9,14.9,DAP
24.2,50.7,55.0,Red,Pulses,5.6,41.6,36.6,Urea
31.5,68.0,32.6,Red,Sugarcane,8.2,9.2,43.6,17-17-17
29.0,46.3,63.2,Loamy,Cotton,10.7,28.5,39.0,10-26-26
20.8,48.2,42.8,Black,Barley,16.1,20.7,20.1,14-35-14
24.3,49.2,28.5,Black,Wheat,21.3,20.3,16.0,14-35-14
30.3,77.6,56.9,Red,Sugarcane,41.3,7.7,9.6,10-26-26
36.4,69.4,28.6,Sandy,Millets,19.4,18.8,19.0,14-35-14
24.6,78.4,63.0,Black,Tobacco,16.1,21.1,16.5,20-20
29.3,73.6,53.1,Loamy,Tobacco,16.8,16.2,18.9,14-35-14
23.1,40.4,49.5,Loamy,Cotton,44.9,12.9,42.2,28-28
27.5,51.9,39.7,Red,Maize,22.0,24.4,12.6,DAP
23.4,49.1,63.3,Loamy,Pulses,22.6,5.9,32.5,28-28
31.4,65.2,32.7,Loamy,Ground Nuts,8.2,14.8,37.6,14-35-14
33.2,46.0,39.0,Black,Millets,21.8,20.5,20.3,14-35-14
25.0,40.0,27.3,Loamy,Wheat,33.8,16.4,5.6,20-20
30.8,44.3,55.7,Loamy,Wheat,15.6,9.3,27.2,17-17-17
35.3,41.7,45.0,Black,Sugarcane,24.5,44.9,9.1,DAP
21.8,52.7,60.7,Red,Wheat,11.2,43.8,25.8,Urea
23.0,62.9,43.1,Clayey,Paddy,15.6,13.8,28.6,17-17-17
24.7,78.8,46.9,Loamy,Paddy,42.7,13.2,25.4,28-28
37.1,48.5,42.2,Black,Pulses,22.4,13.7,17.4,10-26-26
25.7,78.2,54.6,Red,Maize,42.7,38.8,7.4,DAP
37.9,53.0,51.9,Clayey,Ground Nuts,8.8,35.2,24.4,Urea
24.4,40.5,59.9,Clayey,Pulses,19.3,18.6,20.8,14-35-14
26.4,45.6,47.8,Red,Oil seeds,10.7,35.0,15.5,20-20
30.1,77.3,45.7,Black,Pulses,17.6,21.5,17.8,14-35-14
24.0,44.9,58.2,Red,Paddy,11.8,30.8,12.7,20-20
34.8,55.8,52.1,Clayey,Ground Nuts,9.6,26.4,12.7,20-20
35.9,71.6,48.4,Red,Wheat,13.2,41.1,31.0,Urea
36.3,79.5,44.8,Clayey,Oil seeds,24.9,13.4,31.5,28-28
26.0,41.9,45.4,Black,Maize,31.9,13.4,8.7,10-26-26
21.8,74.4,54.6,Red,Ground Nuts,29.7,15.3,17.8,10-26-26
34.2,46.1,25.7,Clayey,Sugarcane,34.6,9.4,10.4,14-35-14
21.3,79.8,63.2,Clayey,Pulses,23.3,29.8,8.0,DAP
36.8,68.9,63.2,Black,Maize,13.7,37.4,38.9,Urea
32.3,47.5,50.9,Clayey,Tobacco,5.5,32.7,8.4,20-20
36.5,78.5,54.1,Loamy,Tobacco,22.0,21.5,21.1,14-35-14
31.2,74.4,37.8,Loamy,Paddy,20.7,13.6,14.5,10-26-26
22.8,47.8,38.2,Red,Paddy,13.6,30.2,7.2,20-20
22.1,55.6,36.5,Sandy,Oil seeds,36.2,20.1,14.0,DAP
27.8,66.6,59.0,Clayey,Oil seeds,15.3,23.5,8.0,20-20
30.2,57.1,37.1,Red,Cotton,39.7,36.2,8.7,DAP
24.1,60.6,57.7,Sandy,Cotton,15.0,20.4,44.3,Urea
32.4,73.3,38.4,Loamy,Millets,9.3,9.2,39.9,17-17-17
31.9,77.3,42.6,Loamy,Maize,28.8,8.9,42.4,28-28
21.0,68.9,39.1,Sandy,Tobacco,17.4,20.0,18.4,14-35-14
25.0,43.2,42.0,Sandy,Maize,11.6,44.0,37.4,Urea
25.0,47.3,34.3,Red,Tobacco,21.3,19.3,21.2,14-35-14
21.1,72.2,27.5,Red,Millets,22.7,30.8,8.5,DAP
23.0,44.5,59.4,Clayey,Maize,5.4,32.2,25.5,Urea
30.8,49.9,48.9,Clayey,Pulses,9.6,25.7,40.2,Urea
37.3,69.1,64.0,Sandy,Wheat,20.3,19.1,19.9,17-17-17
32.6,64.5,45.8,Sandy,Wheat,30.4,12.7,16.3,10-26-26
24.8,41.1,25.1,Loamy,Tobacco,21.8,24.7,7.7,DAP
32.6,78.4,33.3,Loamy,Millets,9.6,9.2,44.8,17-17-17
24.4,46.2,43.4,Clayey,Pulses,14.6,8.7,38.6,17-17-17
30.7,65.5,51.9,Clayey,Maize,12.5,26.2,6.0,10-26-26
29.3,43.5,38.5,Black,Paddy,37.2,14.6,13.0,10-26-26
24.6,52.0,50.6,Sandy,Oil seeds,16.8,36.4,11.0,20-20
25.7,66.7,26.3,Black,Wheat,29.0,25.6,6.8,Urea
33.3,78.2,40.4,Clayey,Pulses,21.2,13.4,14.4,10-26-26
36.3,45.6,31.8,Loamy,Tobacco,16.8,43.1,16.3,20-20
24.0,69.2,40.3,Sandy,Tobacco,16.0,23.5,14.3,20-20
34.8,46.3,60.4,Sandy,Oil seeds,12.6,34.6,36.3,Urea
27.5,45.3,46.6,Clayey,Oil seeds,14.1,8.5,23.8,17-17-17
23.1,75.6,31.4,Black,Barley,28.6,16.9,9.7,10-26-26
31.9,54.4,39.3,Clayey,Paddy,32.6,43.2,7.2,DAP
32.6,71.1,58.1,Loamy,Ground Nuts,24.1,13.0,33.4,28-28
28.8,46.3,53.7,Sandy,Sugarcane,28.3,7.4,22.9,28-28
37.1,54.5,47.9,Loamy,Paddy,7.1,29.0,17.2,20-20
34.4,48.8,38.3,Red,Barley,13.4,33.9,14.9,20-20
36.9,72.1,62.4,Clayey,Pulses,40.5,13.8,21.2,28-28
20.5,71.8,59.0,Black,Wheat,5.6,24.9,14.7,20-20
21.3,77.8,36.9,Sandy,Sugarcane,8.5,33.4,21.5,Urea
20.5,66.2,62.7,Black,Ground Nuts,16.3,7.5,26.8,DAP
21.3,40.3,33.6,Clayey,Sugarcane,11.2,6.9,29.0,17-17-17
28.4,40.4,34.6,Loamy,Ground Nuts,29.2,40.4,7.0,DAP
33.6,59.0,44.2,Clayey,Paddy,8.3,22.0,21.1,Urea
27.5,57.2,52.1,Red,Cotton,7.5,24.4,44.0,Urea
36.3,40.2,64.7,Clayey,Sugarcane,10.7,26.0,11.7,20-20
21.9,42.9,26.3,Black,Cotton,14.9,29.7,7.5,20-20
21.2,62.2,57.9,Black,Ground Nuts,42.5,27.4,6.1,DAP
32.0,51.2,58.8,Loamy,Tobacco,35.1,12.7,41.5,28-28
25.3,60.1,25.8,Sandy,Maize,35.2,12.3,33.3,28-28
31.3,42.3,61.1,Clayey,Sugarcane,20.7,19.5,18.3,14-35-14
26.5,69.7,35.2,Loamy,Oil seeds,8.8,8.6,24.8,17-17-17
34.6,72.5,52.7,Clayey,Sugarcane,8.8,9.0,23.9,17-17-17
25.9,67.9,35.8,Sandy,Ground Nuts,27.1,24.8,8.6,DAP
21.0,78.1,37.7,Black,Barley,41.3,14.0,7.5,20-20
37.4,47.3,29.6,Red,Sugarcane,9.7,40.2,29.8,Urea
21.1,76.8,39.9,Clayey,Cotton,36.7,21.4,5.0,DAP
21.6,78.3,56.8,Red,Wheat,5.0,35.3,35.4,Urea
27.7,68.5,32.5,Loamy,Oil seeds,41.3,20.2,13.5,DAP
20.3,75.5,38.3,Red,Sugarcane,8.6,27.0,39.7,Urea
29.2,63.3,36.7,Loamy,Tobacco,44.8,26.9,11.4,DAP
27.8,74.4,38.2,Red,Sugarcane,24.7,8.6,21.2,28-28
24.0,59.7,36.7,Sandy,Ground Nuts,25.8,10.1,35.4,28-28
27.0,61.3,37.8,Black,Maize,8.1,29.4,10.7,20-20
27.2,65.2,50.2,Red,Barley,30.3,34.5,14.7,DAP
23.3,42.8,35.6,Black,Paddy,11.4,40.9,8.2,20-20
37.1,45.0,29.9,Black,Ground Nuts,26.1,38.8,8.1,DAP
33.1,70.5,34.5,Red,Wheat,33.0,41.8,5.3,DAP
25.7,75.3,34.5,Black,Wheat,18.3,18.6,20.7,14-35-14
29.3,51.1,56.7,Sandy,Pulses,12.9,28.0,25.9,Urea
26.4,56.1,39.6,Sandy,Barley,11.4,40.1,11.0,20-20
22.8,47.1,26.7,Loamy,Paddy,8.6,30.2,17.9,20-20
27.2,71.6,33.4,Black,Tobacco,26.2,5.2,34.2,28-28
22.6,48.9,46.1,Red,Sugarcane,15.7,26.0,7.1,20-20
32.2,77.3,34.3,Clayey,Cotton,22.2,26.8,7.8,DAP
28.7,49.2,64.7,Sandy,Ground Nuts,21.1,33.7,9.7,DAP
29.4,79.5,60.1,Loamy,Wheat,10.3,20.0,7.1,20-20
32.8,48.8,55.0,Clayey,Wheat,20.9,21.8,19.4,14-35-14
33.4,69.1,35.6,Red,Barley,14.2,8.1,27.3,17-17-17
27.2,51.4,33.0,Loamy,Cotton,21.7,10.4,28.4,28-28
20.4,77.6,63.7,Clayey,Millets,16.8,22.6,12.6,20-20
31.0,75.8,61.4,Red,Oil seeds,21.1,21.8,17.6,14-35-14
32.8,54.8,42.7,Clayey,Paddy,6.9,40.7,16.8,20-20
25.4,46.1,59.3,Sandy,Ground Nuts,26.0,27.4,14.3,DAP
23.9,42.8,62.5,Loamy,Barley,5.8,40.6,43.6,Urea
28.0,42.9,38.2,Clayey,Paddy,28.8,9.3,7.2,10-26-26
30.6,46.9,53.4,Black,Cotton,30.1,35.7,8.6,DAP
33.0,73.6,57.0,Black,Tobacco,26.6,8.9,30.4,28-28
25.6,70.1,25.5,Red,Wheat,27.3,14.9,8.6,10-26-26
37.4,60.6,38.6,Sandy,Cotton,8.5,22.3,21.7,Urea
28.1,71.9,62.0,Red,Paddy,33.3,17.0,10.9,10-26-26
27.1,48.4,38.5,Black,Cotton,32.9,12.6,35.0,28-28
30.5,66.6,59.5,Loamy,Maize,14.3,35.6,6.9,20-20
35.2,47.2,57.0,Black,Paddy,9.9,6.9,38.5,17-17-17
24.9,79.4,29.3,Sandy,Sugarcane,6.4,6.9,36.9,17-17-17
31.6,76.4,58.0,Red,Tobacco,44.6,10.5,9.0,10-26-26
27.1,41.9,58.2,Clayey,Cotton,5.1,30.2,8.8,20-20
26.2,78.6,51.4,Red,Tobacco,33.6,5.4,23.2,28-28
33.7,46.5,48.8,Clayey,Paddy,37.5,7.4,14.9,10-26-26
30.8,69.4,39.3,Clayey,Cotton,9.6,6.4,27.2,17-17-17
21.5,47.2,30.1,Clayey,Paddy,32.4,11.2,16.5,10-26-26
36.0,58.0,50.7,Clayey,Maize,8.3,24.0,14.8,20-20
23.1,45.2,62.1,Sandy,Barley,21.0,19.3,15.8,14-35-14
32.0,56.0,61.4,Sandy,Maize,21.3,33.8,11.1,DAP
37.8,63.3,56.9,Black,Paddy,23.8,39.0,14.7,DAP
36.8,48.6,43.6,Black,Sugarcane,15.8,19.7,17.5,14-35-14
34.0,57.9,27.2,Loamy,Maize,14.3,32.4,43.0,Urea
26.4,75.5,56.5,Sandy,Paddy,44.0,13.7,16.7,10-26-26
22.9,41.8,39.6,Clayey,Wheat,5.0,33.2,35.5,Urea
27.8,46.3,43.2,Loamy,Millets,44.8,27.8,10.9,DAP
29.0,45.2,64.6,Clayey,Wheat,6.9,36.2,32.6,Urea
24.0,47.7,40.4,Loamy,Cotton,14.0,37.9,43.2,Urea
35.3,68.1,34.7,Loamy,Sugarcane,35.4,13.1,13.2,10-26-26
22.8,54.1,27.7,Clayey,Pulses,37.9,11.2,16.0,10-26-26
21.7,69.1,35.3,Sandy,Sugarcane,9.9,42.6,37.6,Urea
37.3,60.8,29.9,Sandy,Maize,33.0,33.5,12.5,DAP
29.9,61.8,36.4,Red,Sugarcane,25.0,31.0,13.1,DAP
34.9,46.5,47.1,Red,Sugarcane,30.4,17.0,8.6,10-26-26
36.8,44.2,53.1,Clayey,Wheat,11.9,43.9,21.2,Urea
25.8,66.8,58.8,Sandy,Ground Nuts,21.0,18.4,19.2,14-35-14
22.0,49.6,44.6,Loamy,Barley,15.2,15.0,40.1,17-17-17
30.4,48.8,38.9,Sandy,Oil seeds,24.1,12.6,20.2,28-28
20.6,56.0,64.4,Black,Ground Nuts,13.3,26.9,11.5,20-20
31.2,57.4,46.2,Black,Barley,9.5,25.4,28.2,Urea
29.4,43.4,57.2,Sandy,Tobacco,15.1,36.5,17.8,20-20
23.1,53.8,31.7,Black,Oil seeds,42.0,41.3,14.9,DAP
29.9,44.7,39.5,Sandy,Millets,20.9,20.4,10.9,DAP
21.9,40.3,35.2,Red,Oil seeds,13.7,17.6,21.9,DAP
36.2,62.7,56.7,Red,Pulses,17.4,17.1,20.1,14-35-14
26.8,54.7,59.8,Loamy,Millets,5.2,42.2,29.5,Urea
37.1,76.0,41.7,Sandy,Wheat,6.0,33.9,44.8,Urea
35.4,45.4,35.3,Clayey,Sugarcane,18.1,16.6,20.3,14-35-14
27.6,52.7,35.0,Loamy,Cotton,27.9,43.9,10.3,DAP
28.3,60.1,64.8,Clayey,Ground Nuts,11.1,27.8,7.4,20-20
32.3,53.8,54.9,Red,Sugarcane,25.3,5.9,7.2,10-26-26
25.7,61.8,51.1,Black,Tobacco,10.1,33.6,32.5,Urea
21.6,56.2,33.2,Red,Oil seeds,16.6,15.3,16.5,14-35-14
27.7,57.3,34.5,Sandy,Cotton,19.5,21.4,19.2,14-35-14
20.3,42.7,53.9,Sandy,Ground Nuts,7.4,12.6,44.7,17-17-17
25.0,53.6,61.8,Black,Barley,9.5,28.4,8.2,20-20
22.4,41.4,64.5,Clayey,Maize,5.1,21.6,39.4,Urea
30.8,69.0,40.8,Black,Ground Nuts,20.3,17.3,16.5,14-35-14
32.1,40.0,55.7,Loamy,Tobacco,10.3,34.8,6.0,20-20
32.3,64.5,50.7,Loamy,Sugarcane,14.7,36.9,7.2,20-20
37.2,53.6,53.5,Red,Pulses,8.6,8.0,32.6,17-17-17
29.3,50.5,46.9,Clayey,Barley,19.2,15.2,20.4,14-35-14
24.6,79.4,35.5,Red,Ground Nuts,13.4,23.1,17.6,10-26-26
36.0,67.6,45.5,Red,Ground Nuts,17.0,7.7,28.9,17-17-17
26.8,57.3,41.4,Red,Pulses,14.9,12.4,26.8,17-17-17
26.9,66.6,51.6,Clayey,Barley,11.9,7.3,22.6,17-17-17
24.7,70.7,51.1,Loamy,Sugarcane,43.6,12.0,31.6,28-28
24.6,53.0,32.9,Sandy,Wheat,27.7,6.1,40.7,28-28
30.6,65.3,60.4,Red,Sugarcane,5.5,41.7,21.6,Urea
22.8,44.5,32.3,Sandy,Tobacco,40.1,37.2,14.2,DAP
27.1,40.1,50.6,Clayey,Paddy,20.8,16.0,20.9,14-35-14
31.4,46.9,42.9,Loamy,Sugarcane,42.0,7.0,15.5,10-26-26
23.5,48.4,56.0,Loamy,Pulses,42.3,43.9,12.3,DAP
30.1,64.5,59.0,Black,Oil seeds,13.9,26.7,24.2,Urea
37.0,54.2,62.0,Sandy,Paddy,10.5,40.8,31.8,Urea
28.2,40.6,25.5,Clayey,Sugarcane,19.4,20.0,18.2,10-26-26
37.9,49.9,47.3,Loamy,Maize,41.1,25.1,10.2,DAP
29.9,43.5,41.3,Sandy,Wheat,15.0,37.5,11.0,20-20
27.7,68.2,47.2,Clayey,Wheat,6.7,15.9,32.0,17-17-17
27.6,68.8,42.2,Loamy,Tobacco,10.2,9.2,30.0,17-17-17
23.6,45.0,54.1,Clayey,Barley,38.9,32.4,9.6,DAP
26.4,51.1,32.4,Sandy,Sugarcane,12.2,30.4,40.8,Urea
29.0,43.4,57.9,Sandy,Paddy,14.0,33.2,11.1,20-20
32.6,41.3,26.6,Loamy,Millets,42.4,11.0,10.9,10-26-26
29.6,49.7,54.3,Clayey,Wheat,17.9,20.3,20.8,14-35-14
35.6,66.2,60.3,Black,Millets,22.2,22.2,12.5,DAP
31.3,40.6,49.0,Black,Sugarcane,23.7,23.8,9.8,DAP
22.1,45.0,35.2,Sandy,Millets,12.8,35.5,17.6,20-20
22.2,74.6,40.6,Sandy,Cotton,29.7,23.1,9.8,DAP
34.2,75.0,63.5,Clayey,Millets,39.6,14.6,16.4,10-26-26
22.9,67.3,42.2,Black,Paddy,34.9,36.3,14.4,DAP
35.6,45.2,25.5,Sandy,Ground Nuts,19.8,20.2,18.3,14-35-14
23.0,49.6,34.7,Loamy,Tobacco,9.5,13.6,27.2,17-17-17
37.1,64.3,34.7,Loamy,Paddy,17.7,19.2,16.4,14-35-14
30.0,56.3,36.8,Black,Paddy,9.6,25.5,12.8,20-20
31.7,51.9,62.9,Red,Cotton,11.6,22.0,37.8,Urea
28.3,62.8,32.4,Red,Sugarcane,7.4,39.2,39.2,Urea
26.3,40.2,28.6,Sandy,Oil seeds,11.6,39.0,15.3,20-20
33.6,63.5,45.0,Red,Paddy,21.1,19.6,15.5,14-35-14
22.0,72.8,56.7,Clayey,Ground Nuts,18.4,18.1,21.3,14-35-14
36.1,63.3,42.0,Sandy,Tobacco,9.3,41.7,27.4,Urea
27.6,59.6,36.5,Black,Tobacco,32.3,15.8,12.3,DAP
32.4,48.5,59.7,Red,Paddy,18.8,20.1,17.1,14-35-14
36.9,68.4,39.2,Black,Oil seeds,15.8,18.5,15.9,14-35-14
33.2,66.3,43.2,Red,Ground Nuts,38.2,35.7,7.0,DAP
25.6,53.8,57.3,Loamy,Pulses,39.4,21.4,12.7,DAP
27.4,48.8,29.7,Red,Ground Nuts,20.3,17.7,14.1,10-26-26
23.7,49.7,38.5,Loamy,Millets,31.6,28.8,6.0,DAP
33.1,71.8,34.9,Black,Maize,9.9,25.2,15.1,20-20
24.0,72.3,52.0,Black,Cotton,7.0,35.4,33.2,Urea
22.6,61.2,52.8,Red,Ground Nuts,31.6,43.1,11.9,DAP
31.2,65.7,40.9,Sandy,Tobacco,44.6,9.2,23.3,28-28
35.9,68.7,47.5,Clayey,Wheat,7.5,21.3,13.8,20-20
36.6,57.2,26.5,Loamy,Barley,36.1,12.3,10.0,10-26-26
36.8,59.4,26.4,Clayey,Wheat,11.1,14.6,28.1,17-17-17
36.4,54.5,64.6,Red,Pulses,7.1,20.9,36.1,Urea
31.4,41.8,29.1,Sandy,Paddy,27.3,13.1,11.3,10-26-26
27.2,42.7,49.4,Clayey,Wheat,35.1,13.8,7.7,10-26-26
22.9,55.7,27.7,Loamy,Maize,17.3,18.0,33.5,17-17-17
21.8,64.3,41.3,Black,Tobacco,33.3,12.1,27.7,10-26-26
37.4,61.3,38.2,Sandy,Ground Nuts,43.5,11.9,16.1,10-26-26
32.2,68.0,50.6,Clayey,Cotton,14.2,20.1,12.2,20-20
24.7,72.2,41.2,Red,Sugarcane,32.1,6.7,20.7,28-28
25.0,50.1,26.8,Red,Wheat,31.5,9.6,33.1,28-28
35.7,41.5,49.6,Black,Tobacco,12.7,7.5,21.0,17-17-17
24.5,71.4,47.7,Black,Wheat,9.5,38.7,11.4,20-20
32.0,53.7,50.2,Red,Oil seeds,26.3,15.8,17.2,10-26-26
30.2,62.6,27.2,Red,Barley,36.2,13.4,28.2,28-28
20.8,64.3,47.6,Red,Sugarcane,25.2,6.4,15.0,10-26-26
28.0,79.9,52.6,Sandy,Tobacco,21.6,21.9,15.7,14-35-14
22.3,46.8,37.3,Black,Cotton,17.5,19.3,15.1,14-35-14
32.8,55.9,32.3,Loamy,Wheat,14.7,7.8,36.4,17-17-17
35.2,46.2,38.2,Red,Tobacco,34.8,26.7,14.5,DAP
32.7,48.7,54.0,Loamy,Cotton,14.3,9.6,38.8,17-17-17
34.2,67.8,48.0,Sandy,Sugarcane,19.4,20.5,17.9,14-35-14
26.1,72.4,29.3,Red,Barley,11.9,6.7,31.9,17-17-17
28.6,78.6,55.2,Red,Pulses,8.6,39.5,43.6,Urea
30.9,57.1,28.9,Sandy,Wheat,40.2,31.5,12.0,DAP
36.8,42.5,40.7,Black,Cotton,35.4,13.2,5.0,10-26-26
20.1,71.5,31.0,Black,Sugarcane,42.4,7.9,23.9,28-28
30.0,64.3,33.3,Clayey,Wheat,27.5,11.7,8.1,10-26-26
32.8,71.7,27.8,Sandy,Barley,26.8,32.0,6.8,DAP
27.1,50.8,27.0,Red,Pulses,13.9,43.6,27.3,Urea
32.9,53.1,36.2,Loamy,Cotton,6.2,42.5,28.9,Urea
33.0,64.4,57.3,Red,Pulses,15.6,17.8,15.7,14-35-14
28.5,48.0,28.3,Sandy,Paddy,20.6,32.1,13.4,DAP
26.5,68.1,44.5,Black,Millets,21.6,17.2,20.9,14-35-14
37.3,52.0,42.7,Red,Oil seeds,9.1,28.1,27.7,Urea
28.4,44.9,25.7,Red,Millets,20.3,16.3,17.1,DAP
37.3,76.8,29.2,Sandy,Wheat,42.5,35.9,10.3,DAP
23.9,44.9,49.3,Sandy,Barley,8.8,12.1,37.2,Urea
31.2,42.9,49.6,Black,Pulses,38.4,26.2,7.6,DAP
36.9,56.3,46.2,Red,Millets,38.1,22.6,11.5,DAP
32.0,50.4,26.4,Black,Wheat,36.6,17.2,14.0,10-26-26
23.2,60.9,52.9,Sandy,Millets,25.8,41.7,13.1,DAP
24.7,72.2,41.5,Red,Wheat,26.7,42.7,9.3,DAP
35.6,46.4,55.7,Sandy,Oil seeds,22.8,44.9,5.7,DAP
28.3,75.1,57.8,Sandy,Wheat,15.8,17.1,17.0,14-35-14
26.8,51.0,35.1,Black,Maize,28.9,32.2,6.7,DAP
34.2,74.4,34.9,Clayey,Pulses,15.2,16.3,15.1,14-35-14
32.3,78.6,55.0,Black,Sugarcane,14.0,9.2,37.5,17-17-17
24.0,49.5,51.7,Clayey,Tobacco,39.2,21.6,5.4,DAP
23.9,51.5,41.2,Loamy,Millets,21.9,37.8,8.5,DAP
30.1,44.0,41.6,Sandy,Cotton,41.4,13.8,16.0,10-26-26
28.2,67.7,31.9,Red,Tobacco,33.8,5.7,35.4,28-28
26.7,77.5,33.7,Black,Pulses,17.3,15.7,20.4,14-35-14
26.9,45.3,33.9,Loamy,Wheat,10.1,14.1,28.0,17-17-17
22.1,59.2,36.0,Red,Ground Nuts,29.5,7.4,40.5,28-28
31.3,67.1,58.7,Red,Cotton,42.5,11.6,17.6,10-26-26
29.8,66.7,40.0,Black,Tobacco,36.6,17.2,16.1,10-26-26
20.5,71.6,40.4,Clayey,Ground Nuts,34.6,16.1,11.4,10-26-26
32.3,56.5,52.5,Red,Maize,44.1,14.6,16.3,10-26-26
36.8,41.6,59.5,Red,Paddy,15.4,17.9,18.8,20-20
29.5,69.6,48.8,Red,Barley,15.0,20.3,17.8,14-35-14
34.8,62.0,59.7,Sandy,Cotton,11.0,43.0,44.1,Urea
21.1,58.2,32.2,Sandy,Pulses,16.4,16.7,16.3,14-35-14
20.5,68.6,37.3,Clayey,Maize,37.5,21.7,8.1,DAP
30.2,76.7,41.1,Sandy,Barley,21.5,16.4,18.5,14-35-14
33.8,45.0,41.7,Black,Tobacco,35.7,17.8,7.5,14-35-14
23.2,43.8,51.6,Clayey,Pulses,10.4,34.9,34.0,Urea
20.8,67.3,39.3,Loamy,Cotton,43.4,10.0,24.7,28-28
28.6,56.0,37.6,Loamy,Tobacco,23.7,31.2,10.7,DAP
29.8,63.0,53.2,Loamy,Barley,7.4,33.8,26.8,10-26-26
30.6,57.3,26.6,Black,Ground Nuts,17.0,18.2,22.0,14-35-14
20.5,43.1,28.3,Sandy,Sugarcane,21.4,10.7,6.4,10-26-26
26.6,65.5,32.8,Loamy,Barley,42.8,5.4,32.9,28-28
30.1,54.7,62.0,Sandy,Tobacco,19.5,19.9,15.1,14-35-14
23.2,67.3,25.4,Clayey,Oil seeds,19.9,21.7,18.7,14-35-14
26.4,68.9,58.4,Loamy,Pulses,26.3,29.8,6.3,DAP
20.1,69.8,32.4,Loamy,Tobacco,21.3,28.7,11.9,DAP
21.9,45.3,41.2,Loamy,Wheat,33.0,34.6,14.0,DAP
23.9,63.8,51.2,Loamy,Maize,17.6,16.2,21.0,14-35-14
20.7,57.7,34.9,Black,Pulses,14.2,8.3,44.7,17-17-17
25.5,49.7,47.9,Loamy,Sugarcane,25.7,37.0,9.2,DAP
20.5,40.9,46.3,Black,Paddy,13.8,30.9,35.0,Urea
23.5,54.4,47.6,Clayey,Maize,5.7,31.3,7.3,20-20
29.6,62.0,64.4,Clayey,Wheat,35.0,6.1,36.7,28-28
30.8,74.6,48.5,Clayey,Pulses,31.1,14.6,6.8,10-26-26
29.6,56.0,47.4,Sandy,Sugarcane,26.0,35.6,7.3,DAP
33.5,60.8,59.5,Red,Wheat,41.2,24.9,12.4,DAP
27.5,63.8,29.3,Red,Paddy,35.8,10.6,17.7,10-26-26
32.2,65.1,29.2,Loamy,Sugarcane,11.1,40.0,28.1,Urea
25.7,54.3,54.3,Clayey,Paddy,15.2,9.2,36.7,17-17-17
31.2,44.6,37.9,Loamy,Millets,36.2,11.6,26.9,28-28
35.7,55.8,26.4,Sandy,Pulses,34.4,31.2,11.8,DAP
32.6,41.1,55.8,Red,Sugarcane,10.5,14.2,33.9,17-17-17
34.0,55.5,52.6,Red,Barley,26.5,35.2,12.8,DAP
28.6,49.2,42.2,Loamy,Wheat,20.3,21.2,15.6,14-35-14
23.2,79.2,64.5,Red,Barley,30.0,41.7,5.8,DAP
37.1,41.7,32.3,Clayey,Ground Nuts,17.4,24.0,17.9,20-20
34.4,60.6,61.0,Sandy,Cotton,16.2,13.7,43.6,17-17-17
37.3,74.6,60.5,Red,Sugarcane,7.1,38.9,13.4,20-20
22.7,74.8,27.6,Loamy,Maize,14.4,24.3,30.0,Urea
20.8,58.8,55.8,Loamy,Ground Nuts,17.4,6.3,33.2,17-17-17
22.8,60.4,41.7,Black,Barley,21.2,16.5,16.1,14-35-14
32.1,42.2,52.0,Sandy,Tobacco,27.9,30.1,8.5,DAP
35.1,77.8,46.9,Sandy,Barley,12.6,5.7,21.8,17-17-17
23.6,48.1,31.8,Black,Barley,9.8,39.1,43.2,Urea
27.3,55.5,49.0,Black,Tobacco,10.1,5.2,25.7,17-17-17
20.4,51.0,45.5,Sandy,Pulses,6.3,17.3,20.6,17-17-17
